country,region,Happiness Rank,HappinessScore,LowerCI,UpperCI,Economy,Social Support,Health _LE,Freedom,Corruption,Generosity,Dystopia,year
Sri Lanka,Southern Asia,130,4.366,,,0.949,1.265,0.831,0.47,0.047,0.244,,2019
Sri Lanka,Southern Asia,130,4.327000141,4.222952366,4.431047916,0.897986948,1.19494009,0.792036712,0.528632462,0.049444564,0.252666146,0.611288548,2020
Sri Lanka,Southern Asia,129,4.325,4.196,4.454,0.99,0.82,0.593,0.559,0.049,0.239,1.075,2021
Sudan,Sub-Saharan Africa,118,4.55,4.417896,4.682104,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,2015
Sudan,Sub-Saharan Africa,133,4.139,3.928,4.35,0.63069,0.81928,0.29759,0,0.10039,0.18077,2.10995,2016
Sudan,Sub-Saharan Africa,130,4.138999939,4.345747165,3.932252713,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451,1.68706584,2017
Sudan,Sub-Saharan Africa,137,4.139,,,0.605,1.24,0.312,0.016,0.082,0.134,,2018
Suriname,Latin America and Caribbean,40,6.269,6.0767044,6.4612956,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2015
Suriname,Latin America and Caribbean,40,6.269,6.073,6.465,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852,2016
Swaziland,Sub-Saharan Africa,101,4.867,4.6956568,5.0383432,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,2015
Swaziland,Sub-Saharan Africa,135,4.212,,,0.811,1.149,0,0.313,0.135,0.074,,2019
Swaziland,Sub-Saharan Africa,132,4.308100224,4.168054581,4.448145866,0.827539742,1.064835191,0.215585828,0.299935788,0.146765873,0.067264833,1.686207294,2020
Swaziland,Sub-Saharan Africa,130,4.308,4.168,4.448,0.849,0.693,0.074,0.323,0.147,0.067,2.155,2021
Sweden,Western Europe,8,7.364,7.3021228,7.4258772,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,2.37119,2015
Sweden,Western Europe,10,7.291,7.227,7.355,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,2016
Sweden,Western Europe,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252,2.097537994,2017
Sweden,Western Europe,9,7.314,,,1.355,1.501,0.913,0.659,0.383,0.285,,2018
Sweden,Western Europe,7,7.343,,,1.387,1.487,1.009,0.574,0.373,0.267,,2019
Sweden,Western Europe,7,7.353499889,7.282480717,7.424519062,1.322235227,1.433347702,0.986470461,0.650297701,0.442066371,0.272827893,2.246299267,2020
Sweden,Western Europe,7,7.363,7.293,7.433,1.478,1.062,0.763,0.685,0.448,0.244,2.683,2021
Switzerland,Western Europe,1,7.587,7.5201444,7.6538556,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,2.51738,2015
Switzerland,Western Europe,2,7.509,7.428,7.59,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,2016
Switzerland,Western Europe,4,7.493999958,7.56177242,7.426227496,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278,2.276716232,2017
Switzerland,Western Europe,5,7.487,,,1.42,1.549,0.927,0.66,0.357,0.256,,2018
Switzerland,Western Europe,6,7.48,,,1.452,1.526,1.052,0.572,0.343,0.263,,2019
Switzerland,Western Europe,3,7.559899807,7.491271973,7.628527641,1.39077425,1.472403407,1.040533185,0.62895447,0.407945901,0.269055754,2.35026741,2020
Switzerland,Western Europe,3,7.571,7.5,7.643,1.566,1.079,0.816,0.653,0.413,0.204,2.839,2021
Syria,Middle East and North Africa,156,3.006,2.907706,3.104294,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,2015
Syria,Middle East and North Africa,156,3.069,2.936,3.202,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,2016
Syria,Middle East and North Africa,152,3.461999893,3.663668557,3.26033123,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,1.061573505,2017
Syria,Middle East and North Africa,150,3.462,,,0.689,0.382,0.539,0.088,0.144,0.376,,2018
Syria,Middle East and North Africa,149,3.462,,,0.619,0.378,0.44,0.013,0.141,0.331,,2019
Tajikistan,Central and Eastern Europe,106,4.786,4.7233192,4.8486808,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399,2015
Tajikistan,Central and Eastern Europe,100,4.996,4.923,5.069,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016
Tajikistan,Central and Eastern Europe,96,5.040999889,5.111425596,4.970574183,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644,1.84904933,2017
Tajikistan,Central and Eastern Europe,88,5.199,,,0.474,1.166,0.598,0.292,0.034,0.187,,2018
Tajikistan,Central and Eastern Europe,74,5.467,,,0.493,1.098,0.718,0.389,0.144,0.23,,2019
Tajikistan,Central and Eastern Europe,71,5.555699825,5.492349625,5.619050026,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,2.25650835,2020
Tajikistan,Central and Eastern Europe,78,5.466,5.4,5.532,0.508,0.895,0.498,0.548,0.247,0.152,2.619,2021
Tanzania,Sub-Saharan Africa,146,3.781,3.6818044,3.8801956,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,2015
Tanzania,Sub-Saharan Africa,149,3.666,3.561,3.771,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016
Tanzania,Sub-Saharan Africa,153,3.348999977,3.461429755,3.236570199,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,0.621130466,2017
Tanzania,Sub-Saharan Africa,153,3.303,,,0.455,0.991,0.381,0.481,0.097,0.27,,2018
Tanzania,Sub-Saharan Africa,153,3.231,,,0.476,0.885,0.499,0.417,0.147,0.276,,2019
Tanzania,Sub-Saharan Africa,148,3.476200104,3.352308989,3.600091219,0.457163125,0.872674644,0.442677855,0.509343088,0.203880861,0.27154091,0.718963385,2020
Tanzania,Sub-Saharan Africa,142,3.623,3.485,3.762,0.433,0.54,0.3,0.549,0.231,0.307,1.263,2021
Thailand,Southeastern Asia,34,6.455,6.3852828,6.5247172,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2015
Thailand,Southeastern Asia,33,6.474,6.396,6.552,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,2016
Thailand,Southeastern Asia,32,6.423999786,6.509116856,6.338882717,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311,2.039508343,2017
Thailand,Southeastern Asia,46,6.072,,,1.016,1.417,0.707,0.637,0.029,0.364,,2018
Thailand,Southeastern Asia,52,6.008,,,1.05,1.409,0.828,0.557,0.028,0.359,,2019
Thailand,Southeastern Asia,54,5.998799801,5.91531086,6.082288742,1.007029295,1.347519517,0.793855846,0.609449804,0.031837862,0.376709014,1.832384109,2020
Thailand,Southeastern Asia,54,5.985,5.893,6.077,1.107,0.957,0.596,0.611,0.028,0.375,2.309,2021
Togo,Sub-Saharan Africa,158,2.839,2.7071508,2.9708492,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,2015
Togo,Sub-Saharan Africa,155,3.303,3.192,3.414,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,2016
Togo,Sub-Saharan Africa,150,3.494999886,3.594038112,3.395961659,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,1.837229252,2017
Togo,Sub-Saharan Africa,139,3.999,,,0.259,0.474,0.253,0.434,0.101,0.158,,2018
Togo,Sub-Saharan Africa,139,4.085,,,0.275,0.572,0.41,0.293,0.085,0.177,,2019
Togo,Sub-Saharan Africa,135,4.187200069,4.064686775,4.309713364,0.268116266,0.547622859,0.342731178,0.303539038,0.114826456,0.200774252,2.409595251,2020
Togo,Sub-Saharan Africa,136,4.107,3.956,4.258,0.254,0.239,0.203,0.289,0.107,0.209,2.806,2021
Trinidad & Tobago,Latin America and Caribbean,38,6.192,,,1.223,1.492,0.564,0.575,0.019,0.171,,2018
Trinidad & Tobago,Latin America and Caribbean,39,6.192,,,1.231,1.477,0.713,0.489,0.016,0.185,,2019
Trinidad and Tobago,Latin America and Caribbean,41,6.168,5.954458,6.381542,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2015
Trinidad and Tobago,Latin America and Caribbean,43,6.168,5.95,6.386,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.51394,2016
Trinidad and Tobago,Latin America and Caribbean,38,6.168000221,6.381533891,5.954466552,1.361355901,1.380228519,0.519983292,0.518630743,0.008964816,0.325296462,2.053247452,2017
Trinidad and Tobago,Latin America and Caribbean,42,6.191899776,5.967580795,6.416218758,1.167641521,1.407326221,0.658828557,0.55293113,0.015078396,0.199358255,2.190695763,2020
Tunisia,Middle East and North Africa,107,4.739,4.6686556,4.8093444,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,2015
Tunisia,Middle East and North Africa,98,5.045,4.965,5.125,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016
Tunisia,Middle East and North Africa,102,4.804999828,4.884367007,4.72563265,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357,1.89025116,2017
Tunisia,Middle East and North Africa,111,4.592,,,0.9,0.906,0.69,0.271,0.063,0.04,,2018
Tunisia,Middle East and North Africa,124,4.461,,,0.921,1,0.815,0.167,0.055,0.059,,2019
Tunisia,Middle East and North Africa,128,4.392199993,4.294845581,4.489554405,0.874742687,0.872167706,0.781156719,0.235860556,0.043899573,0.055881143,1.528496742,2020
Tunisia,Middle East and North Africa,122,4.596,4.484,4.709,0.919,0.515,0.59,0.334,0.044,0.057,2.138,2021
Turkey,Middle East and North Africa,76,5.332,5.2562656,5.4077344,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,2015
Turkey,Middle East and North Africa,78,5.389,5.295,5.483,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,2016
Turkey,Middle East and North Africa,69,5.5,5.594864963,5.405135037,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042,1.879277945,2017
Turkey,Middle East and North Africa,74,5.483,,,1.148,1.38,0.686,0.324,0.109,0.106,,2018
Turkey,Middle East and North Africa,79,5.373,,,1.183,1.36,0.808,0.195,0.106,0.083,,2019
Turkey,Middle East and North Africa,93,5.131800175,5.05371666,5.20988369,1.127169251,1.197159171,0.781335294,0.25440076,0.120983243,0.085885569,1.564816713,2020
Turkey,Middle East and North Africa,104,4.948,4.857,5.038,1.26,0.809,0.59,0.236,0.104,0.097,1.852,2021
Turkmenistan,Central and Eastern Europe,70,5.548,5.46617,5.62983,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,2015
Turkmenistan,Central and Eastern Europe,65,5.658,5.58,5.736,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,2016
Turkmenistan,Central and Eastern Europe,59,5.822000027,5.885180876,5.758819178,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988,1.832909822,2017
Turkmenistan,Central and Eastern Europe,68,5.636,,,1.016,1.533,0.517,0.417,0.037,0.199,,2018
Turkmenistan,Central and Eastern Europe,87,5.247,,,1.052,1.538,0.657,0.394,0.028,0.244,,2019
Turkmenistan,Central and Eastern Europe,95,5.119100094,5.061515808,5.17668438,1.008963585,1.510476947,0.612448037,0.515236676,0.03350389,0.323129326,1.115337372,2020
Turkmenistan,Central and Eastern Europe,97,5.066,4.996,5.136,1.046,1.172,0.439,0.602,0.033,0.366,1.409,2021
Uganda,Sub-Saharan Africa,141,3.931,3.8463868,4.0156132,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,2015
Uganda,Sub-Saharan Africa,145,3.739,3.629,3.849,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016
Uganda,Sub-Saharan Africa,133,4.080999851,4.195799967,3.966199735,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,1.526362658,2017
Uganda,Sub-Saharan Africa,135,4.161,,,0.322,1.09,0.237,0.45,0.061,0.259,,2018
Uganda,Sub-Saharan Africa,136,4.189,,,0.332,1.069,0.443,0.356,0.06,0.252,,2019
Uganda,Sub-Saharan Africa,126,4.43200016,4.297749043,4.566251278,0.312337428,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,1.958671093,2020
Uganda,Sub-Saharan Africa,119,4.636,4.493,4.78,0.364,0.718,0.24,0.398,0.054,0.267,2.596,2021
Ukraine,Central and Eastern Europe,111,4.681,4.5945248,4.7674752,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,2015
Ukraine,Central and Eastern Europe,123,4.324,4.236,4.412,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016
Ukraine,Central and Eastern Europe,132,4.096000195,4.185410105,4.006590285,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,0.814382315,2017
Ukraine,Central and Eastern Europe,138,4.103,,,0.793,1.413,0.609,0.163,0.011,0.187,,2018
Ukraine,Central and Eastern Europe,133,4.332,,,0.82,1.39,0.739,0.178,0.01,0.187,,2019
Ukraine,Central and Eastern Europe,123,4.56069994,4.463319302,4.658080578,0.780434608,1.321316481,0.698674381,0.319423705,0.00965116,0.178551316,1.252669334,2020
Ukraine,Central and Eastern Europe,110,4.875,4.773,4.977,0.979,0.958,0.517,0.417,0.01,0.181,1.813,2021
United Arab Emirates,Middle East and North Africa,20,6.901,6.8279116,6.9740884,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743,2015
United Arab Emirates,Middle East and North Africa,28,6.573,6.494,6.652,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,2016
United Arab Emirates,Middle East and North Africa,21,6.647999763,6.722047304,6.573952223,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947,1.734703541,2017
United Arab Emirates,Middle East and North Africa,20,6.774,,,2.096,0.776,0.67,0.284,,0.186,,2018
United Arab Emirates,Middle East and North Africa,21,6.825,,,1.503,1.31,0.825,0.598,0.182,0.262,,2019
United Arab Emirates,Middle East and North Africa,21,6.790800095,6.711031437,6.870568752,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2.166965961,2020
United Arab Emirates,Middle East and North Africa,25,6.561,6.484,6.637,1.555,0.86,0.594,0.67,0.223,0.236,2.422,2021
United Kingdom,Western Europe,21,6.867,6.8304264,6.9035736,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994,2015
United Kingdom,Western Europe,23,6.725,6.647,6.803,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,2016
United Kingdom,Western Europe,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159,1.704143524,2017
United Kingdom,Western Europe,11,7.19,,,1.244,1.433,0.888,0.464,0.082,0.262,,2018
United Kingdom,Western Europe,15,7.054,,,1.333,1.538,0.996,0.45,0.278,0.348,,2019
United Kingdom,Western Europe,13,7.164500237,7.091662884,7.237337589,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2.236721992,2020
United Kingdom,Western Europe,17,7.064,6.99,7.138,1.423,1.062,0.757,0.58,0.306,0.34,2.596,2021
United States,North America,15,7.119,7.0437556,7.1942444,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011,2015
United States,North America,13,7.104,7.02,7.188,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,2016
United States,North America,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781,2.218113422,2017
United States,North America,18,6.886,,,1.398,1.471,0.819,0.547,0.133,0.291,,2018
United States,North America,19,6.892,,,1.433,1.457,0.874,0.454,0.128,0.28,,2019
United States,North America,18,6.939599991,6.846860409,7.032339573,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2.344124794,2020
United States,North America,19,6.951,6.856,7.047,1.533,1.03,0.621,0.554,0.154,0.252,2.807,2021
Uruguay,Latin America and Caribbean,32,6.485,6.3960356,6.5739644,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2015
Uruguay,Latin America and Caribbean,29,6.545,6.456,6.634,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,2.67139,2016
Uruguay,Latin America and Caribbean,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929,2.172409534,2017
Uruguay,Latin America and Caribbean,31,6.379,,,1.093,1.459,0.771,0.625,0.155,0.13,,2018
Uruguay,Latin America and Caribbean,33,6.293,,,1.124,1.465,0.891,0.523,0.15,0.127,,2019
Uruguay,Latin America and Caribbean,26,6.440100193,6.351078987,6.529121399,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2.167276382,2020
Uruguay,Latin America and Caribbean,31,6.431,6.341,6.521,1.164,1.042,0.649,0.625,0.223,0.128,2.6,2021
Uzbekistan,Central and Eastern Europe,44,6.003,5.9175244,6.0884756,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,2015
Uzbekistan,Central and Eastern Europe,49,5.987,5.896,6.078,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,2016
Uzbekistan,Central and Eastern Europe,47,5.971000195,6.065537573,5.876462816,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647,1.816913605,2017
Uzbekistan,Central and Eastern Europe,44,6.096,,,0.719,1.584,0.605,0.724,0.259,0.328,,2018
Uzbekistan,Central and Eastern Europe,41,6.174,,,0.745,1.529,0.756,0.631,0.24,0.322,,2019
Uzbekistan,Central and Eastern Europe,38,6.257599831,6.151313782,6.36388588,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2.073346615,2020
Uzbekistan,Central and Eastern Europe,42,6.179,6.045,6.312,0.769,1.027,0.528,0.716,0.271,0.391,2.477,2021
Venezuela,Latin America and Caribbean,23,6.81,6.6830704,6.9369296,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131,2015
Venezuela,Latin America and Caribbean,44,6.084,5.973,6.195,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,2.97468,2016
Venezuela,Latin America and Caribbean,82,5.25,5.370031946,5.129968054,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,1.789463758,2017
Venezuela,Latin America and Caribbean,102,4.806,,,0.996,1.469,0.657,0.133,0.052,0.056,,2018
Venezuela,Latin America and Caribbean,108,4.707,,,0.96,1.427,0.805,0.154,0.047,0.064,,2019
Venezuela,Latin America and Caribbean,99,5.053199768,4.927209854,5.179189682,0.770238638,1.348546863,0.76702553,0.271717221,0.063624777,0.087179154,1.74484086,2020
Venezuela,Latin America and Caribbean,107,4.892,4.767,5.017,0.852,0.897,0.574,0.284,0.072,0.078,2.135,2021
Vietnam,Southeastern Asia,75,5.36,5.2991028,5.4208972,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,2015
Vietnam,Southeastern Asia,96,5.061,4.991,5.131,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016
Vietnam,Southeastern Asia,94,5.073999882,5.147280765,5.000718999,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051,1.462318659,2017
Vietnam,Southeastern Asia,95,5.103,,,0.715,1.365,0.702,0.618,0.079,0.177,,2018
Vietnam,Southeastern Asia,94,5.175,,,0.741,1.346,0.851,0.543,0.073,0.147,,2019
Vietnam,Southeastern Asia,83,5.353499889,5.287250519,5.41974926,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,1.685977936,2020
Vietnam,Southeastern Asia,79,5.411,5.334,5.488,0.817,0.873,0.616,0.679,0.091,0.124,2.211,2021
Yemen,Middle East and North Africa,136,4.077,3.9914068,4.1625932,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,2015
Yemen,Middle East and North Africa,147,3.724,3.621,3.827,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016
Yemen,Middle East and North Africa,146,3.592999935,3.69275032,3.49324955,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,1.345600605,2017
Yemen,Middle East and North Africa,152,3.355,,,0.442,1.073,0.343,0.244,0.064,0.083,,2018
Yemen,Middle East and North Africa,151,3.38,,,0.287,1.163,0.463,0.143,0.077,0.108,,2019
Yemen,Middle East and North Africa,146,3.527400017,3.421250105,3.633549929,0.392701775,1.177477121,0.41500017,0.243721485,0.087352127,0.094689012,1.116472721,2020
Yemen,Middle East and North Africa,141,3.658,3.521,3.794,0.329,0.831,0.272,0.268,0.089,0.092,1.776,2021
Zambia,Sub-Saharan Africa,85,5.129,4.9920352,5.2659648,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,2015
Zambia,Sub-Saharan Africa,106,4.795,4.645,4.945,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,2016
Zambia,Sub-Saharan Africa,116,4.513999939,4.644105501,4.383894376,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,1.826705456,2017
Zambia,Sub-Saharan Africa,125,4.377,,,0.562,1.047,0.295,0.503,0.082,0.221,,2018
Zambia,Sub-Saharan Africa,138,4.107,,,0.578,1.058,0.426,0.431,0.087,0.247,,2019
Zambia,Sub-Saharan Africa,141,3.759399891,3.640473604,3.878326178,0.536833763,0.896037281,0.36359334,0.49131754,0.086705238,0.250620902,1.134339333,2020
Zambia,Sub-Saharan Africa,137,4.073,3.938,4.209,0.528,0.552,0.231,0.487,0.074,0.227,1.975,2021
Zimbabwe,Sub-Saharan Africa,115,4.61,4.525916,4.694084,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,2015
Zimbabwe,Sub-Saharan Africa,131,4.193,4.101,4.285,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016
Zimbabwe,Sub-Saharan Africa,138,3.875,3.978699643,3.771300357,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,1.597970247,2017
Zimbabwe,Sub-Saharan Africa,144,3.692,,,0.357,1.094,0.248,0.406,0.099,0.132,,2018
Zimbabwe,Sub-Saharan Africa,146,3.663,,,0.366,1.114,0.433,0.361,0.089,0.151,,2019
Zimbabwe,Sub-Saharan Africa,151,3.299200058,3.184198141,3.414201975,0.425564021,1.047835231,0.375037611,0.37740472,0.080928579,0.151349187,0.841031075,2020
Zimbabwe,Sub-Saharan Africa,148,3.145,3.03,3.259,0.457,0.649,0.243,0.359,0.075,0.157,1.205,2021
